title,RefinableString01,AssuntoNormativoOWSMTXT,ResponsavelOWSText,listItemId,TipodoNormativoOWSCHCS,NumeroOWSNMBR,RevogadoOWSBOOL,HitHighlightedSummary,CanceladoOWSBOOL,data,RefinableString03,RowNumber
Instrução Normativa BCB N° 264,31/3/2022 12:38,Altera e consolida procedimentos a serem observados na remessa de informações relativas a captações de recursos no exterior.,DESIG,51776,Instrução Normativa BCB,264,0,"II - pelos bancos cooperativos, confederações constituídas por
cooperativas centrais de crédito ou cooperativas centrais de crédito, referente às cooperativas integrantes  ",0,2022-03-31T15:38:00Z,31/3/2022 12:38,670
Resolução BCB N° 221,30/3/2022 18:31,"Dispõe sobre a prestação de informações pelas cooperativas singulares de crédito a respeito de seus cooperados e dos municípios depositantes, incluindo seus órgãos ou entidades e empresas por eles controladas.",SECRE,51770,Resolução BCB,221,0,"Publicada no DOU de 1º/4  I - pelos bancos cooperativos, pelas cooperativas centrais de
crédito ou pelas confederações constituídas por cooperativas centrais de crédito, referente  ",0,2022-03-30T21:31:00Z,30/3/2022 18:31,671
Comunicado N° 38.500,30/3/2022 12:21,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128838,Comunicado,38500,0,"Instituição SICOOB COCRED COOPERATIVA DE CRÉDITO (CNPJ 71.328.769  Instituição COOPERATIVA DE CRÉDITO, POUPANCA E INVESTIMENTO NOROESTE RS - SICREDI NOROESTE  ",0,2022-03-30T15:21:20Z,30/3/2022 12:21,672
Instrução Normativa BCB N° 250,29/3/2022 11:20,"Cria, altera e exclui rubricas contábeis no Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif).",DENOR,51751,Instrução Normativa BCB,250,1,"3.1.30.10-1  Participação em
Instituição Financeira Controlada por Cooperativa de Crédito  c) 1.3.1.30.15-6  Participação em
Cooperativas, Exceto Cooperativa Central de Crédito  ",0,2022-03-29T14:20:00Z,29/3/2022 11:20,673
Instrução Normativa BCB N° 249,29/3/2022 10:33,"Estabelece procedimentos a serem observados na remessa da Programação Anual e do Relatório Geral das Atividades de Auditoria Cooperativa e da Comunicação de Fatos Materialmente Relevantes, de que trata a Resolução CMN nº 4.887, de 28 de janeiro de 2021.",DESUC,51750,Instrução Normativa BCB,249,0,"executoras do serviço de auditoria cooperativa por meio do
documento 7120 – Relatório Geral das Atividades de Auditoria Cooperativa, com a
codificação do Catálogo de  ",0,2022-03-29T13:33:00Z,29/3/2022 10:33,674
Comunicado N° 38.490,28/3/2022 14:52,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128828,Comunicado,38490,0,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo  Instituição COOPERATIVA DE CRÉDITO CREDICITRUS (CNPJ 54.037.916  ,0,2022-03-28T17:52:01Z,28/3/2022 14:52,675
Comunicado N° 38.489,28/3/2022 11:20,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128827,Comunicado,38489,0,Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados do Grupo Schaeffler  Instituição Cooperativa de Crédito Credivaz Ltda. - Sicoob Credivaz (CNPJ 00.803.287  ,0,2022-03-28T14:20:50Z,28/3/2022 11:20,676
Resolução Conjunta N° 4,24/3/2022 18:33,"Altera a Resolução Conjunta nº 1, de 4 de maio de 2020, para dispor sobre o Open Finance.",SECRE,51748,Resolução Conjunta,4,0,"do caput, a confederação constituída por
cooperativas centrais de crédito em sistema de três níveis e a cooperativa
central de crédito em sistema de dois níveis podem incumbir-se  ",0,2022-03-24T21:33:00Z,24/3/2022 18:33,677
Resolução CMN N° 5.007,24/3/2022 18:27,Dispõe sobre as condições de emissão de Letra Financeira pelas instituições financeiras que especifica.,SECRE,51742,Resolução CMN,5007,0,"companhias hipotecárias, sociedades de crédito imobiliário,
cooperativas de crédito e pelo Banco Nacional de Desenvolvimento  ",0,2022-03-24T21:27:00Z,24/3/2022 18:27,678
Resolução CMN N° 5.005,24/3/2022 18:25,Dispõe sobre as condições para captação de depósitos a prazo.,SECRE,51740,Resolução CMN,5005,0,"2º  As cooperativas de
crédito somente podem captar depósitos a prazoI - de seus  financeiras,
exceto de sociedades de crédito ao microempreendedor e a empresa de pequeno  ",0,2022-03-24T21:25:00Z,24/3/2022 18:25,679
Resolução CMN N° 5.001,24/3/2022 18:20,Dispõe sobre a emissão de Letras Imobiliárias Garantidas pelas instituições financeiras que específica.,SECRE,51736,Resolução CMN,5001,0,"Letra Imobiliária Garantida (LIG), título de crédito nominativo, transferível e de livre  IV - sociedades de crédito, financiamento e investimento  VIII - cooperativas de crédito  ",0,2022-03-24T21:20:00Z,24/3/2022 18:20,680
Resolução CMN N° 4.994,24/3/2022 18:11,Dispõe sobre as diretrizes de aplicação dos recursos garantidores dos planos administrados pelas entidades fechadas de previdência complementar.,SECRE,51729,Resolução CMN,4994,0,"Dispõe sobre as diretrizes de aplicação dos recursos garantidores dos planos administrados  controlar e monitorar os riscos de
crédito, de mercado, de liquidez, operacional, legal  ",0,2022-03-24T21:11:00Z,24/3/2022 18:11,681
Comunicado N° 38.481,24/3/2022 13:12,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128819,Comunicado,38481,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito de Livre Admissão de Pará de Minas Ltda. - Sicoob  ,0,2022-03-24T16:12:19Z,24/3/2022 13:12,682
Resolução BCB N° 208,22/3/2022 18:07,Altera e consolida atos normativos referentes à remessa de informações diárias ao Banco Central do Brasil.,SECRE,51717,Resolução BCB,208,0,"II - pelos bancos cooperativos, confederações constituídas por
cooperativas centrais de crédito ou cooperativas centrais de crédito, contemplando as cooperativas integrantes  ",0,2022-03-22T21:07:00Z,22/3/2022 18:07,683
Resolução BCB N° 207,22/3/2022 18:02,Consolida e altera atos normativos referentes à remessa de informações sobre o controle da exposição ao risco de liquidez e sobre o indicador Liquidez de Curto Prazo (LCR).,SECRE,51716,Resolução BCB,207,0,"Resolução se aplica a
todas as cooperativas de crédito integrantes de sistema organizado de
três ou  ",0,2022-03-22T21:02:00Z,22/3/2022 18:02,684
Comunicado N° 38.458,17/3/2022 12:06,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128796,Comunicado,38458,0,Instituição Cooperativa de Crédito Mútuo dos Empregados da Embraer - Cooperemb (CNPJ  Instituição Cooperativa de Crédito Crediesmeraldas Ltda. - Sicoob Crediesmeraldas (CNPJ  ,0,2022-03-17T15:06:23Z,17/3/2022 12:06,685
Comunicado N° 38.448,16/3/2022 15:37,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128786,Comunicado,38448,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados de Elevadores Atlas  ,0,2022-03-16T18:37:17Z,16/3/2022 15:37,686
Comunicado N° 38.445,15/3/2022 18:14,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128783,Comunicado,38445,0,"Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição Cooperativa de Crédito, Poupança e Investimento União dos Estados de Mato  ",0,2022-03-15T21:14:40Z,15/3/2022 18:14,687
Comunicado N° 38.441,15/3/2022 11:48,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128779,Comunicado,38441,0,Instituição Cooperativa de Crédito Credicarpa Ltda. - Sicoob Credicarpa (CNPJ 23.949.522  Instituição Cooperativa de Crédito de Livre Admissão de Martinho Campos Ltda. - Sicoob  ,0,2022-03-15T14:48:27Z,15/3/2022 11:48,688
Comunicado N° 38.435,14/3/2022 15:42,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128773,Comunicado,38435,0,"Instituição Uniprime do Iguaçu - Cooperativa de Crédito, Poupança e Investimento (CNPJ 01.848.322  Instituição Cooperativa Central de Crédito - Ailos (CNPJ 05.463.212  ",0,2022-03-14T18:42:06Z,14/3/2022 15:42,689
Comunicado N° 38.429,11/3/2022 17:26,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128767,Comunicado,38429,0,"Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO – SICREDI UNIÃO RS/ES  ",0,2022-03-11T20:26:08Z,11/3/2022 17:26,690
Comunicado N° 38.428,11/3/2022 14:39,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128766,Comunicado,38428,0,Instituição Cooperativa de Economia e Crédito Mútuo dos Trabalhadores nas Indústrias de  Instituição Cooperativa de Crédito Mútuo dos Empregados da Maxion - Credmaxion (CNPJ  ,0,2022-03-11T17:39:10Z,11/3/2022 14:39,691
Instrução Normativa BCB N° 240,11/3/2022 10:12,"Divulga procedimentos a respeito da prestação de informações e ao cálculo da exigibilidade de que trata a Resolução BCB nº 188, de 23 de fevereiro de 2022, que define e consolida as regras do recolhimento compulsório sobre recursos de depósitos de poupança.",DEBAN,51707,Instrução Normativa BCB,240,1,"CodItem “7016 – Saldo de operações
de crédito para financiamento de capital de giro para  de Poupança e Empréstimo,
Sociedades de Crédito Imobiliário e/ou Cooperativas de Crédito  ",0,2022-03-11T13:12:00Z,11/3/2022 10:12,692
Resolução BCB N° 199,11/3/2022 07:32,Dispõe sobre a metodologia para apuração do Patrimônio de Referência (PR) para conglomerado prudencial classificado como Tipo 3.,SECRE,51703,Resolução BCB,199,0,"decorrente de alterações no
risco de crédito próprio da instituição, líquido dos efeitos  e vendidas, desde que não haja risco de crédito de
contraparte nas posições vendidas  ",0,2022-03-11T10:32:00Z,11/3/2022 07:32,693
Comunicado N° 38.410,8/3/2022 14:31,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128748,Comunicado,38410,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito Sul-Serrana do Espírito Santo (CNPJ 00.815.319  ,0,2022-03-08T17:31:31Z,8/3/2022 14:31,694
Comunicado N° 38.406,7/3/2022 14:20,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128744,Comunicado,38406,0,Instituição Cooperativa de Crédito Sicredi Pernambucred (CNPJ 04.146.333  Nome Marcos Jair de Souza Cordeiro  Instituição Cooperativa de Crédito Rural Ascoob Cooperar (CNPJ 02.025.743  ,0,2022-03-07T17:20:46Z,7/3/2022 14:20,695
Comunicado N° 38.398,4/3/2022 14:17,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128736,Comunicado,38398,0,Instituição Sem Parar Sociedade de Crédito Direto S.A. (CNPJ INEXISTENTE  Instituição Cooperativa de Crédito Crediuna Ltda. - Sicoob Crediuna (CNPJ 64.237.530  ,0,2022-03-04T17:17:08Z,4/3/2022 14:17,696
Comunicado N° 38.391,3/3/2022 15:07,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128729,Comunicado,38391,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Economia e Crédito Mútuo dos Funcionários da Ceplac Ltda  ,0,2022-03-03T18:07:01Z,3/3/2022 15:07,697
Comunicado N° 38.387,2/3/2022 14:56,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128725,Comunicado,38387,0,Instituição Cooperativa de Crédito Crediuna Ltda. - Sicoob Crediuna (CNPJ 64.237.530  Instituição Cooperativa de Crédito Rural com Interação Solidária de Witmarsum - Cresol  ,0,2022-03-02T17:56:10Z,2/3/2022 14:56,698
Comunicado N° 38.382,25/2/2022 17:56,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128720,Comunicado,38382,0,"Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI  ",0,2022-02-25T20:56:20Z,25/2/2022 17:56,699
Resolução BCB N° 193,23/2/2022 18:07,Consolida normativos que dispõem sobre a remessa ao Banco Central do Brasil de informações relativas a captações de recursos no exterior.,SECRE,51692,Resolução BCB,193,0,"II - pelos bancos cooperativos, confederações constituídas por
cooperativas centrais de crédito ou cooperativas centrais de crédito, referente às cooperativas integrantes  ",0,2022-02-23T21:07:00Z,23/2/2022 18:07,700
Resolução BCB N° 188,23/2/2022 18:03,Define e consolida as regras do recolhimento compulsório sobre recursos de depósitos de poupança.,SECRE,51687,Resolução BCB,188,0,"interfinanceiros efetuados
por bancos cooperativos a cooperativas singulares integrantes do mesmo sistema
cooperativo de crédito destinados à concessão de operações de crédito para  ",0,2022-02-23T21:03:00Z,23/2/2022 18:03,701
Comunicado N° 38.364,23/2/2022 14:39,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128702,Comunicado,38364,0,"Instituição Cooperativa de Crédito, Poupança e Investimento Integração - Sicredi  Instituição Cooperativa de Crédito de Livre Admissão União e Negócios - Sicoob Integração  ",0,2022-02-23T17:39:17Z,23/2/2022 14:39,702
Comunicado N° 38.355,21/2/2022 14:02,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128693,Comunicado,38355,0,Instituição Cooperativa de Crédito Sicoob Ouro Verde (CNPJ 05.582.619  Instituição Cooperativa de Crédito Potiguar - Sicoob Potiguar (CNPJ 02.382.755  ,0,2022-02-21T17:02:53Z,21/2/2022 14:02,703
Comunicado N° 38.351,18/2/2022 17:27,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128689,Comunicado,38351,0,"Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL  ",0,2022-02-18T20:27:43Z,18/2/2022 17:27,704
Comunicado N° 38.350,18/2/2022 14:28,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128688,Comunicado,38350,0,Instituição Sicredi Ceará Centro Norte - Cooperativa de Crédito da Região Centro Norte do Ceará (CNPJ  ,0,2022-02-18T17:28:02Z,18/2/2022 14:28,705
Resolução CMN N° 4.984,17/2/2022 18:02,Dispõe sobre a certificação de empregados das instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.,SECRE,51682,Resolução CMN,4984,0,"Dispõe sobre a certificação de empregados das instituições financeiras e demais instituições  o disposto nesta Resolução se aplica somente às
cooperativas de crédito singulares  ",0,2022-02-17T21:02:00Z,17/2/2022 18:02,706
Comunicado N° 38.344,17/2/2022 14:36,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128683,Comunicado,38344,0,Instituição Cooperativa de Economia e Crédito Mútuo Unicred Região da Campanha Ltda  Instituição Fortbrasil Administradora de Cartões de Crédito S.A. (CNPJ 02.732.968  ,0,2022-02-17T17:36:11Z,17/2/2022 14:36,707
Instrução Normativa BCB N° 236,17/2/2022 13:06,"Altera e consolida os procedimentos para a remessa de demonstrações financeiras individuais e consolidadas, anuais, semestrais e intermediárias, para fins de divulgação na Central de Demonstrações Financeiras do Sistema Financeiro Nacional (CDSFN), de que trata a Resolução BCB nº 2, de 12 de agosto de 2020.",DESIG,51679,Instrução Normativa BCB,236,0,"Altera e consolida os procedimentos para a remessa de demonstrações financeiras individuais e consolidadas, anuais, semestrais e intermediárias, para fins de divulgação na Central  ",0,2022-02-17T16:06:00Z,17/2/2022 13:06,708
Comunicado N° 38.340,16/2/2022 14:22,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128678,Comunicado,38340,0,Instituição Cooperativa de Economia e Crédito Mútuo dos Servidores da Universidade  Instituição Cooperativa de Crédito de Livre Admissão de Araxá Ltda. - Sicoob Coocrez (CNPJ  ,0,2022-02-16T17:22:28Z,16/2/2022 14:22,709
Comunicado N° 38.328,14/2/2022 15:00,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128666,Comunicado,38328,0,Instituição Cooperativa de Crédito dos Integrantes do Poder Judiciário e do Ministério  Instituição Cooperativa de Crédito com Interação Solidária Norte Paranaense - Cresol Norte  ,0,2022-02-14T18:00:18Z,14/2/2022 15:00,710
Comunicado N° 38.323,11/2/2022 17:03,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128661,Comunicado,38323,0,Instituição Coopecredi Guariba - Cooperativa de Crédito (CNPJ 44.469.161  Instituição Cooperativa de Crédito e Economia com Interação Solidária de Chapecó - Cresol  ,0,2022-02-11T20:03:54Z,11/2/2022 17:03,711
Comunicado N° 38.318,10/2/2022 11:21,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128655,Comunicado,38318,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito de Livre Admissão do Oeste Mineiro Ltda. - Sicoob  ,0,2022-02-10T14:21:38Z,10/2/2022 11:21,712
Comunicado N° 38.312,9/2/2022 15:19,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128649,Comunicado,38312,0,"Instituição Cooperativa de Economia e Crédito Mútuo dos Funcionários da Nestlé - Credi  Instituição Cooperativa de Economia e Crédito Mútuo dos Aposentados, Pensionistas e Idosos  ",0,2022-02-09T18:19:40Z,9/2/2022 15:19,713
Comunicado N° 38.306,8/2/2022 16:13,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128643,Comunicado,38306,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Servicoop - Cooperativa de Crédito dos Servidores Públicos Estaduais e  ,0,2022-02-08T19:13:52Z,8/2/2022 16:13,714
Comunicado N° 38.300,7/2/2022 14:28,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128637,Comunicado,38300,0,Instituição Cooperativa de Crédito com Interação Solidária Norte Paranaense - Cresol Norte  Instituição Microcash Sociedade de Crédito ao Microempreendedor e à Empresa de Pequeno  ,0,2022-02-07T17:28:53Z,7/2/2022 14:28,715
Comunicado N° 38.294,4/2/2022 16:13,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128631,Comunicado,38294,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito dos Empregados do Grupo Akzo Nobel Brasil - Coop  ,0,2022-02-04T19:13:16Z,4/2/2022 16:13,716
Comunicado N° 38.275,2/2/2022 13:59,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128612,Comunicado,38275,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito Rural do Agreste Alagoano - Cooperagre (CNPJ 08.482.873  ,0,2022-02-02T16:59:27Z,2/2/2022 13:59,717
Comunicado N° 38.269,1/2/2022 14:44,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128606,Comunicado,38269,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito de Livre Admissão União e Negócios - Sicoob Integração  ,0,2022-02-01T17:44:10Z,1/2/2022 14:44,718
Comunicado N° 38.263,31/1/2022 14:29,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128600,Comunicado,38263,0,Instituição Cooperativa de Crédito de Produtores Rurais e de Livre Admissão do Triângulo  Instituição Cooperativa de Economia e Crédito Mútuo dos Trabalhadores da Cia  ,0,2022-01-31T17:29:46Z,31/1/2022 14:29,719
Comunicado N° 38.250,27/1/2022 14:40,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128587,Comunicado,38250,0,Instituição Cooperativa de Crédito Credinosso Ltda. - Sicoob Credinosso (CNPJ 06.324.872  Instituição Creditas Sociedade de Crédito Direto S.A. (CNPJ 32.997.490  ,0,2022-01-27T17:40:08Z,27/1/2022 14:40,720
Comunicado N° 38.245,26/1/2022 18:00,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128582,Comunicado,38245,0,"Instituição COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS  Instituição FC FINANCEIRA S.A. – CRÉDITO, FINANCIAMENTO E INVESTIMENTO (CNPJ 36.583.700  ",0,2022-01-26T21:00:12Z,26/1/2022 18:00,721
Comunicado N° 38.231,24/1/2022 14:39,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128568,Comunicado,38231,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Economia e Crédito Mútuo dos Funcionários da Astrazeneca do  ,0,2022-01-24T17:39:28Z,24/1/2022 14:39,722
Comunicado N° 38.222,21/1/2022 17:17,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128559,Comunicado,38222,0,Divulga nome de pessoas com intenção de ocupar cargos de  Instituição Coopecredi Guariba - Cooperativa de Crédito  Instituição Banco Brasileiro de Crédito S.A. (CNPJ 01.852.137  ,0,2022-01-21T20:17:53Z,21/1/2022 17:17,723
Comunicado N° 38.220,21/1/2022 14:36,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128557,Comunicado,38220,0,"Instituição Cooperativa de Crédito, Poupança e Investimento Parque das Araucárias  Instituição Multicred Sociedade de Crédito Direto S.A. (CNPJ 38.593.706  ",0,2022-01-21T17:36:21Z,21/1/2022 14:36,724
Comunicado N° 38.214,20/1/2022 14:35,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128551,Comunicado,38214,0,Instituição Cooperativa de Crédito de Livre Admissão da Região Central e Oeste Mineiro  Instituição Central das Cooperativas de Crédito do Estado de São Paulo - Sicoob Central  ,0,2022-01-20T17:35:45Z,20/1/2022 14:35,725
Resolução BCB N° 179,19/1/2022 18:02,Consolida e revisa normas sobre o Cadastro de Clientes do Sistema Financeiro Nacional (CCS).,SECRE,51662,Resolução BCB,179,0,"Consolida e revisa normas sobre o Cadastro de Clientes do Sistema Financeiro Nacional (CCS  Publicada no DOU de 21/1/2022, Seção 1, p. 208/209  Lei Complementar nº 130/2009, art  ",0,2022-01-19T21:02:00Z,19/1/2022 18:02,726
Comunicado N° 38.203,18/1/2022 14:28,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128540,Comunicado,38203,0,"Instituição Bigcash Sociedade de Crédito Direto S.A. (CNPJ 36.452.762  Instituição Cooperativa de Crédito, Poupança e Investimento Caminho das Águas RS - Sicredi  ",0,2022-01-18T17:28:43Z,18/1/2022 14:28,727
Comunicado N° 38.198,17/1/2022 14:46,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128535,Comunicado,38198,0,Instituição Cooperativa de Crédito de Livre Admissão de Jataí e Região Ltda. (CNPJ  Instituição Cooperativa de Crédito Poupança e Investimento dos Profissionais Médicos e da  ,0,2022-01-17T17:46:09Z,17/1/2022 14:46,728
Comunicado N° 38.191,14/1/2022 14:46,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128528,Comunicado,38191,0,Instituição Cooperativa de Crédito de Livre Admissão de Lagoa da Prata e Região Ltda  Instituição Cooperativa de Crédito Clássica dos Funcionários e Prestadores de Serviços das  ,0,2022-01-14T17:46:54Z,14/1/2022 14:46,729
Comunicado N° 38.172,11/1/2022 14:36,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128509,Comunicado,38172,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito Credifiemg Ltda. - Sicoob Credifiemg (CNPJ 07.469.260  ,0,2022-01-11T17:36:45Z,11/1/2022 14:36,730
Comunicado N° 38.166,10/1/2022 14:33,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,128503,Comunicado,38166,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito de Livre Admissão da Grande Goiânia Ltda. (CNPJ  ,0,2022-01-10T17:33:28Z,10/1/2022 14:33,731
